id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price,num_rating,avg_rating,similarity scores
3468,Holiday Inn Hotel & Suites St. Catharines Conference Centre,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free High Speed Internet (WiFi)', 'Free parking', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",327 Ontario St St. Catharines Ontario,Canada,"(43.1701106, -79.2654372)",113.0,149,3.704697986577181,0.41889457705722066
3642,Embarc Blue Mountain,4.5,Excellent,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Spa', 'Adult pool', 'Breakfast Available', 'Concierge', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Paid Internet', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",277 Jozo Weider Blvd Blue Mountains Ontario,Canada,"(44.5031929, -80.3059062)",,140,4.4071428571428575,0.4157766918798317
3644,Blue Mountain Inn,3.5,Very good,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Restaurant', 'Room service', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",108 Jozo Weider Blvd Blue Mountains Ontario,Canada,"(44.5058033, -80.3072645)",118.0,168,3.4583333333333335,0.41529387353198977
1826,Best Western Peace Arch Inn,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",2293 King George Blvd Surrey British Columbia,Canada,"(49.04329285, -122.791737972499)",,155,3.774193548387097,0.41033654586952467
5079,Sheraton Parkway Toronto North Hotel & Suites,3.5,Very good,"['Pool', 'Room service', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']",600 Highway 7 Richmond Hill Ontario,Canada,"(43.8458994, -79.380003942761)",,160,3.99375,0.40695416689302716
1773,DoubleTree by Hilton Hotel London Ontario,4.0,Very good,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Paid Internet', 'Wheelchair Access', 'Non-smoking rooms', 'Suites']",300 King St London Ontario,Canada,"(42.9844958, -81.2432923899717)",,154,4.1103896103896105,0.40252377540634465
3663,Holiday Inn Peterborough,3.5,Very good,"['Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Restaurant', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']",150 George St N Peterborough Ontario,Canada,"(44.297199, -78.3192701)",,141,3.595744680851064,0.40124795750635256
1246,Four Points by Sheraton Kingston,3.5,Very good,"['Pool', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",285 King St E Kingston Ontario,Canada,"(44.2294789, -76.4818142)",,152,3.6578947368421053,0.401081257021699
2222,Visitors Inn,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",649 Main St W Hamilton Ontario,Canada,"(43.260027, -79.897353)",,165,4.242424242424242,0.40020524508753563
1244,Ambassador Hotel & Conference Centre,3.5,Very good,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1550 Princess St Kingston Ontario,Canada,"(44.252265, -76.536933684593)",,170,3.3411764705882354,0.4001442181159361
23,Pan Pacific Vancouver,4.5,Excellent,"['Pool', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free Internet', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Paid Internet', 'Paid Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Minibar', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",300-999 Canada Place Way Vancouver British Columbia,Canada,"(55.001251, -125.002441)",,159,4.408805031446541,0.40000000000000013
3228,Hilton Vancouver Metrotown,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Free Internet', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Paid Internet', 'Paid Wifi', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",6083 McKay Ave Burnaby British Columbia,Canada,"(49.2279337, -123.0044131)",241.0,164,4.182926829268292,0.40000000000000013
4,Fairmont Le Chateau Frontenac,4.5,Excellent,"['Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Pool', 'Free Internet', 'Spa', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Paid Internet', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Minibar', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1 Rue des Carrieres Quebec City Quebec,Canada,"(46.81182845, -71.2055490276425)",212.0,160,4.55,0.40000000000000013
2987,Best Western North Bay Hotel & Conference Centre,4.0,Very good,"['Pool', 'Free parking', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",700 Lakeshore Dr North Bay Ontario,Canada,"(46.260186, -79.4302986)",,156,3.948717948717949,0.39986437993518026
1791,Holiday Inn Hotel & Suites London,4.0,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",855 Wellington Rd London Ontario,Canada,"(42.9425786, -81.2258643333333)",120.0,89,4.033707865168539,0.39942941515771335
2227,Sheraton Hamilton Hotel,4.0,Very good,"['Pool', 'Room service', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",116 King Street West Hamilton Ontario,Canada,"(43.2576196, -79.8719174)",143.0,165,3.993939393939394,0.3986333975482634
1777,Best Western Plus Lamplighter Inn & Conference Centre,4.5,Excellent,"['Pool', 'Room service', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",591 Wellington Rd London Ontario,Canada,"(42.953005116, -81.229152948)",125.0,129,4.565891472868217,0.39792374403068675
4163,JW Marriott The Rosseau Muskoka Resort & Spa,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1050 Paignton House Road Ontario,Canada,"(45.1683838, -79.6412484170023)",205.0,82,3.9146341463414633,0.3974631789136098
4482,Best Western Plus Dryden Hotel & Conference Centre,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Room service', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",349 Government St Dryden Ontario,Canada,"(49.78751725, -92.8344043670953)",,129,4.37984496124031,0.39724987992675254
4961,Hilton Garden Inn Kitchener,4.0,Very good,"['Pool', 'Restaurant', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",746 Hespeler Rd Cambridge Ontario,Canada,"(43.4110172285568, -80.3285434307415)",153.0,110,3.981818181818182,0.39713948138884814
4193,Hilton Garden Inn Toronto / Burlington,4.0,Very good,"['Free parking', 'Pool', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Room service', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Paid Internet', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",985 Syscon Road Burlington Ontario,Canada,"(43.3922563, -79.7591856)",138.0,148,3.304054054054054,0.3971356087447997
3903,Best Western Plus Mariposa Inn & Conference Centre,4.0,Very good,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Pool', 'Free parking', 'Spa', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",400 Memorial Ave Orillia Ontario,Canada,"(44.5906718963079, -79.4243422066446)",,90,4.2,0.3967953835706286
4449,Sandman Hotel Oakville,4.0,Very good,"['Pool', 'Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3451 South Service Rd W Oakville Ontario,Canada,"(43.3964347, -79.7536458542169)",109.0,134,3.955223880597015,0.3966765678809767
2614,Holiday Inn & Suites - Ambassador Bridge,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1855 Huron Church Rd Windsor Ontario,Canada,"(42.2606396, -83.0407323)",126.0,154,3.590909090909091,0.3962845737475139
4273,Holiday Inn Express & Suites - Guelph,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",540 Silvercreek Pky N Guelph Ontario,Canada,"(43.5514928, -80.2965289)",200.0,146,3.7739726027397262,0.396121299117671
4308,Novotel Toronto Vaughan Centre,4.0,Very good,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Free parking', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Pool', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",200 Bass Pro Mills Dr Vaughan Ontario,Canada,"(43.8214426, -79.5382886164139)",132.0,146,4.089041095890411,0.39420287915537455
3573,"Quattro Hotel & Conf. Centre, an Ascend Hotel Collection Member",4.5,Excellent,"['Pool', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Breakfast included', 'Spa', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",229 Great Northern Rd Sault Ste. Marie Ontario,Canada,"(46.5344278, -84.3238987)",,153,4.686274509803922,0.3941482084612492
5879,Elm Hurst Inn & Spa,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Spa', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",Hwy 401 415 Harris St RR 5 Ingersoll Ontario,Canada,"(50.000678, -86.000977)",,155,4.406451612903226,0.39297268592003654
